"ncaa_id","team","player_id","name","year","hometown","homestate","high_school","previous_school_clean","height_clean","position","jersey","url","season","team_state","conference","division","primary_position","secondary_position","position_clean","year_clean","redshirt","hs_clean","hometown_clean","state_clean","country_clean"
73,"Brandeis",,"Kerry Tanke","Sr.","Manalapan","New Jersey","Manalapan",,"5-11","F","20","https://www.brandeisjudges.com/sports/wbkb/2021-22/bios/tanke_kerry_kg6t","2021-22","MA","UAA","III","FORWARD",,"FORWARD","Senior",0,"Manalapan","MANALAPAN, NJ","NJ","USA"
73,"Brandeis",,"Shannon Smally","Sr.","Foxborough","Mass","Foxborough",,"5-11","F/C","22","https://www.brandeisjudges.com/sports/wbkb/2021-22/bios/smally_shannon_3b8l","2021-22","MA","UAA","III","FORWARD","CENTER","FORWARD/CENTER","Senior",0,"Foxborough","FOXBOROUGH, MASS","MA","USA"
73,"Brandeis",,"Christina Bacon","So.","Scituate","RI.","LaSalle Academy",,"5-9","F","24","https://www.brandeisjudges.com/sports/wbkb/2021-22/bios/bacon_christina_yra6","2021-22","MA","UAA","III","FORWARD",,"FORWARD","Sophomore",0,"LaSalle Academy","SCITUATE, RI","RI","USA"
73,"Brandeis",,"Emma Reavis","Jr.","Miami","Okla","Deerfield Academy",,"5-10","G","30","https://www.brandeisjudges.com/sports/wbkb/2021-22/bios/reavis_emma_glwj","2021-22","MA","UAA","III","GUARD",,"GUARD","Junior",0,"Deerfield Academy","MIAMI, OKLA","OK","USA"
73,"Brandeis",,"Francesca Marchese","Jr.","Staten Island","NY.","Staten Island Academy",,"5-7","G","31","https://www.brandeisjudges.com/sports/wbkb/2021-22/bios/marchese_francesca_jspn","2021-22","MA","UAA","III","GUARD",,"GUARD","Junior",0,"Staten Island Academy","STATEN ISLAND, NY","NY","USA"
73,"Brandeis",,"Courtney Thrun","Sr.","Regina","Canada","Wilbraham & Monson Academy",,"5-10","F","32","https://www.brandeisjudges.com/sports/wbkb/2021-22/bios/thrun_courtney_7mpy","2021-22","MA","UAA","III","FORWARD",,"FORWARD","Senior",0,"Wilbraham & Monson Academy","REGINA, CANADA",,"CANADA"
73,"Brandeis",,"Macy Arsenault","So.","Berlin","NH.","Holderness School",,"5-3","G","35","https://www.brandeisjudges.com/sports/wbkb/2021-22/bios/arsenault_macy_1aie","2021-22","MA","UAA","III","GUARD",,"GUARD","Sophomore",0,"Holderness School","BERLIN, NH","NH","USA"
73,"Brandeis",,"Casey Perry","So.","Milton","NH.","Marshwood",,"5-11","F","4","https://www.brandeisjudges.com/sports/wbkb/2021-22/bios/perry_casey_uptc","2021-22","MA","UAA","III","FORWARD",,"FORWARD","Sophomore",0,"Marshwood","MILTON, NH","NH","USA"
73,"Brandeis",,"Tathiana Pierre","Jr.","Jericho","NY.","Sacred Heart Academy",,"5-4","G","44","https://www.brandeisjudges.com/sports/wbkb/2021-22/bios/pierre_tathiana_807i","2021-22","MA","UAA","III","GUARD",,"GUARD","Junior",0,"Sacred Heart Academy","JERICHO, NY","NY","USA"
73,"Brandeis",,"Ashley Ambrosino","So.","Mendon","Mass","Putnam Science Academy",,"5-5","G","5","https://www.brandeisjudges.com/sports/wbkb/2021-22/bios/ambrosino_ashley_f363","2021-22","MA","UAA","III","GUARD",,"GUARD","Sophomore",0,"Putnam Science Academy","MENDON, MASS","MA","USA"
74,"Bridgeport",,"Sade Young","Fr.","Brooklyn","NY.","Summit Academy Charter HS",,"5-1","G","0","https://www.ubknights.com/sports/wbkb/2021-22/bios/young_sade_92cw","2021-22","CT","CACC","II","GUARD",,"GUARD","Freshman",0,"Summit Academy Charter HS","BROOKLYN, NY","NY","USA"
74,"Bridgeport",,"Jessica Nelson","So.","Stamford","Conn","Stamford HS",,"5-2","G","1","https://www.ubknights.com/sports/wbkb/2021-22/bios/nelson_jessica_b0bj","2021-22","CT","CACC","II","GUARD",,"GUARD","Sophomore",0,"Stamford HS","STAMFORD, CONN","CT","USA"
74,"Bridgeport",,"Stephanie McBride","Jr.","Brooklyn","NY.","Bishop Loughlin HS",,"6-1","C","10","https://www.ubknights.com/sports/wbkb/2021-22/bios/mcbride_stephanie_9ah3","2021-22","CT","CACC","II","CENTER",,"CENTER","Junior",0,"Bishop Loughlin HS","BROOKLYN, NY","NY","USA"
74,"Bridgeport",,"Emily Brown","Grad.","Haledon","NJ.","Clarion U.",,"5-8","G","11","https://www.ubknights.com/sports/wbkb/2021-22/bios/brown_emily_ce5y","2021-22","CT","CACC","II","GUARD",,"GUARD","Graduate Student",0,"Clarion U.","HALEDON, NJ","NJ","USA"
74,"Bridgeport",,"Shakira Hester","So.","Bronx","NY.","Harry S. Truman HS",,"5-9","F","12","https://www.ubknights.com/sports/wbkb/2021-22/bios/hester_shakira_v3kj","2021-22","CT","CACC","II","FORWARD",,"FORWARD","Sophomore",0,"Harry S. Truman HS","BRONX, NY","NY","USA"
74,"Bridgeport",,"Jaayden Lafontant","Jr.","Thiells","NY.","Concordia (NY)",,"5-8","F","15","https://www.ubknights.com/sports/wbkb/2021-22/bios/lafontant_jaayden_pbxz","2021-22","CT","CACC","II","FORWARD",,"FORWARD","Junior",0,"Concordia (NY)","THIELLS, NY","NY","USA"
74,"Bridgeport",,"Samirah Henderson","Grad.","Rahway","NJ.","Monroe CC",,"5-4","G","2","https://www.ubknights.com/sports/wbkb/2021-22/bios/henderson_samirah_8qa9","2021-22","CT","CACC","II","GUARD",,"GUARD","Graduate Student",0,"Monroe CC","RAHWAY, NJ","NJ","USA"
74,"Bridgeport",,"Samantha St. Pierre","So.","Granby","Conn","Granby HS",,"5-3","G","20","https://www.ubknights.com/sports/wbkb/2021-22/bios/st._pierre_samantha_wds5","2021-22","CT","CACC","II","GUARD",,"GUARD","Sophomore",0,"Granby HS","GRANBY, CONN","CT","USA"
74,"Bridgeport",,"Leigh-Ann Ramsay","So.","Bronx","NY.","Concordia (NY)",,"5-4","G","21","https://www.ubknights.com/sports/wbkb/2021-22/bios/ramsey_leigh-ann_z86e","2021-22","CT","CACC","II","GUARD",,"GUARD","Sophomore",0,"Concordia (NY)","BRONX, NY","NY","USA"
74,"Bridgeport",,"Brianna Meekins","So.","Bridgeport","Conn","Kolbe Cathedral HS",,"5-8","F","24","https://www.ubknights.com/sports/wbkb/2021-22/bios/meekens_brianna_qi4l","2021-22","CT","CACC","II","FORWARD",,"FORWARD","Sophomore",0,"Kolbe Cathedral HS","BRIDGEPORT, CONN","CT","USA"
74,"Bridgeport",,"Kelis Rogers","So.","Brooklyn","NY.","South Shore HS",,"5-6","G","3","https://www.ubknights.com/sports/wbkb/2021-22/bios/rogers_kelis_0t5l","2021-22","CT","CACC","II","GUARD",,"GUARD","Sophomore",0,"South Shore HS","BROOKLYN, NY","NY","USA"
74,"Bridgeport",,"Sarah Haentjens","Jr.","East Haddam","Conn","East Haddam HS",,"5-9","F","30","https://www.ubknights.com/sports/wbkb/2021-22/bios/haentjens_sarah_78v8","2021-22","CT","CACC","II","FORWARD",,"FORWARD","Junior",0,"East Haddam HS","EAST HADDAM, CONN","CT","USA"
74,"Bridgeport",,"Janiece Loney","Grad.","Herndon","Virginia","Harford CC",,"5-6","G","4","https://www.ubknights.com/sports/wbkb/2021-22/bios/loney_janiece_l96t","2021-22","CT","CACC","II","GUARD",,"GUARD","Graduate Student",0,"Harford CC","HERNDON, VA","VA","USA"
74,"Bridgeport",,"Vienna Knox","Jr.","Middletown","Conn","Mercy HS",,"5-11","F","5","https://www.ubknights.com/sports/wbkb/2021-22/bios/knox_vienna_3c27","2021-22","CT","CACC","II","FORWARD",,"FORWARD","Junior",0,"Mercy HS","MIDDLETOWN, CONN","CT","USA"
75,"Bridgewater (VA)",,"India Dailey","Fr.","Richmond","Virginia","Highland Springs",,"5-10","Guard","0","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/dailey_india_a3lc","2021-22","VA","ODAC","III","GUARD",,"GUARD","Freshman",0,"Highland Springs","RICHMOND, VA","VA","USA"
75,"Bridgewater (VA)",,"Kelsie Huffman","Fr.","Wilkesboro","NC.","Winston Salem Christian School",,"5-6","Guard","1","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/huffman_kelsie_zr6x","2021-22","VA","ODAC","III","GUARD",,"GUARD","Freshman",0,"Winston Salem Christian School","WILKESBORO, NC","NC","USA"
75,"Bridgewater (VA)",,"Julia Williams","So.","Joppa. Md.",,"The John Carroll School",,"5-9","Guard","10","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/williams_julia_i4d9","2021-22","VA","ODAC","III","GUARD",,"GUARD","Sophomore",0,"The John Carroll School","JOPPA MD","MD","USA"
75,"Bridgewater (VA)",,"Katie Gaeth","So.","Midlothian","Virginia","Midlothian",,"5-8","Guard","11","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/gaeth_katie_di2g","2021-22","VA","ODAC","III","GUARD",,"GUARD","Sophomore",0,"Midlothian","MIDLOTHIAN, VA","VA","USA"
75,"Bridgewater (VA)",,"Chassidy King","Fr.","Loganville","Georgia","Walnut Grove",,"5-8","Forward","12","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/king_chassidy_9pj6","2021-22","VA","ODAC","III","FORWARD",,"FORWARD","Freshman",0,"Walnut Grove","LOGANVILLE, GA","GA","USA"
75,"Bridgewater (VA)",,"Reagan Maynard","Fr.","Greensboro","NC.","Page",,"5-8","Guard","13","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/maynard_reagan_n48c","2021-22","VA","ODAC","III","GUARD",,"GUARD","Freshman",0,"Page","GREENSBORO, NC","NC","USA"
75,"Bridgewater (VA)",,"Erika Nettles","Sr.","Pittsboro","NC.","Northwood",,"5-10","Forward","14","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/nettles_erika_4llx","2021-22","VA","ODAC","III","FORWARD",,"FORWARD","Senior",0,"Northwood","PITTSBORO, NC","NC","USA"
75,"Bridgewater (VA)",,"Melanie Pick","So.","Middletown","Maryland","Middletown",,"5-10","Guard","15","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/pick_melanie_7p3n","2021-22","VA","ODAC","III","GUARD",,"GUARD","Sophomore",0,"Middletown","MIDDLETOWN, MD","MD","USA"
75,"Bridgewater (VA)",,"Abby Freeman","So.","Glen Allen","Virginia","Collegiate School",,"5-9","Guard","20","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/freeman_abby_6drq","2021-22","VA","ODAC","III","GUARD",,"GUARD","Sophomore",0,"Collegiate School","GLEN ALLEN, VA","VA","USA"
75,"Bridgewater (VA)",,"Rosemary Pierson","Fr.","Raleigh","NC.","Panther Creek",,"5-8","Guard","21","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/pierson_rosemary_qd65","2021-22","VA","ODAC","III","GUARD",,"GUARD","Freshman",0,"Panther Creek","RALEIGH, NC","NC","USA"
75,"Bridgewater (VA)",,"Jessie Wiles","Fr.","Gastonia","NC.","Davidson Day School",,"5-9","Forward","22","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/wiles_jessie_6d69","2021-22","VA","ODAC","III","FORWARD",,"FORWARD","Freshman",0,"Davidson Day School","GASTONIA, NC","NC","USA"
75,"Bridgewater (VA)",,"Jaden Alsberry","So.","Strasburg","Virginia","Strasburg",,"6-3","Forward","23","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/alsberry_jaden_e3pw","2021-22","VA","ODAC","III","FORWARD",,"FORWARD","Sophomore",0,"Strasburg","STRASBURG, VA","VA","USA"
75,"Bridgewater (VA)",,"Mary Ruth Shifflett","Jr.","Grottoes","Virginia","Spotswood",,"5-7","Guard","24","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/shifflett_mary_ruth_pcyb","2021-22","VA","ODAC","III","GUARD",,"GUARD","Junior",0,"Spotswood","GROTTOES, VA","VA","USA"
75,"Bridgewater (VA)",,"Mya Olmeda","Fr.","Charlotte","NC.","Charlotte Christian School",,"5-4","Guard","3","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/olmeda_mya_e49k","2021-22","VA","ODAC","III","GUARD",,"GUARD","Freshman",0,"Charlotte Christian School","CHARLOTTE, NC","NC","USA"
75,"Bridgewater (VA)",,"Noelle Horton","Fr.","Wake Forest","NC.","Heritage",,"5-9","Forward","30","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/horton_noelle_pgee","2021-22","VA","ODAC","III","FORWARD",,"FORWARD","Freshman",0,"Heritage","WAKE FOREST, NC","NC","USA"
75,"Bridgewater (VA)",,"Erin Dietz","Sr.","Hopewell Junction","NY.","John Jay - East Fishkill",,"5-6","Guard","31","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/dietz_erin_hc6b","2021-22","VA","ODAC","III","GUARD",,"GUARD","Senior",0,"John Jay - East Fishkill","HOPEWELL JUNCTION, NY","NY","USA"
75,"Bridgewater (VA)",,"Diamond Huskey","Sr.","Gastonia","NC.","Hunter Huss",,"5-8","Forward","4","https://bridgewater.prestosports.com/sports/wbkb/2021-22/bios/huskey_diamond_3gba","2021-22","VA","ODAC","III","FORWARD",,"FORWARD","Senior",0,"Hunter Huss","GASTONIA, NC","NC","USA"
77,"Brigham Young",,"Amanda Barcello","FR","Chandler","Arizona","Seton Catholic High School",,"5-11","Guard","1","https://www.byucougars.com/athlete/w-basketball/1297387/amanda-barcello","2021-22","UT","WCC","I","GUARD",,"GUARD","Freshman",0,"Seton Catholic High School","CHANDLER, ARIZONA","AZ","USA"
77,"Brigham Young",,"Tegan Graham","GR","Wellington","New Zealand","Wellington Girls College/Colgate",,"6-0","Guard","10","https://www.byucougars.com/athlete/w-basketball/1293714/tegan-graham","2021-22","UT","WCC","I","GUARD",,"GUARD","Graduate Student",0,"Wellington Girls College/Colgate","WELLINGTON, NEW ZEALAND",,"NEW ZEALAND"
77,"Brigham Young",,"Kaylee Smiler","SR","Hamilton","New Zealand","Mellville High School",,"5-8","Guard","11","https://www.byucougars.com/athlete/w-basketball/1285409/kaylee-smiler","2021-22","UT","WCC","I","GUARD",,"GUARD","Senior",0,"Mellville High School","HAMILTON, NEW ZEALAND",,"NEW ZEALAND"
77,"Brigham Young",,"Lauren Gustin","SR","Salem","Utah","Salem HS","Salt Lake CC","6-1","Forward","12","https://www.byucougars.com/athlete/w-basketball/1289991/lauren-gustin","2021-22","UT","WCC","I","FORWARD",,"FORWARD","Senior",0,"Salem HS","SALEM, UTAH","UT","USA"
77,"Brigham Young",,"Paisley Harding","SR","Everett","Washington","Glacier Peak High School",,"5-9","Guard","13","https://www.byucougars.com/athlete/w-basketball/121396/paisley-harding","2021-22","UT","WCC","I","GUARD",,"GUARD","Senior",0,"Glacier Peak High School","EVERETT, WASHINGTON","WA","USA"
77,"Brigham Young",,"Shaylee Gonzales","SO","Gilbert","Arizona","Mesquite High School",,"5-10","Guard","2","https://www.byucougars.com/athlete/w-basketball/1285406/shaylee-gonzales","2021-22","UT","WCC","I","GUARD",,"GUARD","Sophomore",0,"Mesquite High School","GILBERT, ARIZONA","AZ","USA"
77,"Brigham Young",,"Devry Millett","SR","Folsom","California","Folsom High School",,"5-10","Guard","20","https://www.byucougars.com/athlete/w-basketball/1290691/devry-millett","2021-22","UT","WCC","I","GUARD",,"GUARD","Senior",0,"Folsom High School","FOLSOM, CALIFORNIA","CA","USA"
77,"Brigham Young",,"Sara Hamson","SR","Lindon","Utah","Pleasant Grove High School",,"6-7","Center","22","https://www.byucougars.com/athlete/w-basketball/121395/sara-hamson","2021-22","UT","WCC","I","CENTER",,"CENTER","Senior",0,"Pleasant Grove High School","LINDON, UTAH","UT","USA"
77,"Brigham Young",,"Rose Bubakar","JR","Frederick","Maryland","Frederick High School",,"6-0","Forward","24","https://www.byucougars.com/athlete/w-basketball/1297382/rose-bubakar","2021-22","UT","WCC","I","FORWARD",,"FORWARD","Junior",0,"Frederick High School","FREDERICK, MARYLAND","MD","USA"
77,"Brigham Young",,"Emma Calvert","JR","Farr West","Utah","Fremont High School",,"6-4","Forward","25","https://www.byucougars.com/athlete/w-basketball/1297384/emma-calvert","2021-22","UT","WCC","I","FORWARD",,"FORWARD","Junior",0,"Fremont High School","FARR WEST, UTAH","UT","USA"
77,"Brigham Young",,"Nani Falatea","JR","Salt Lake City","Utah","East High School",,"5-9","Guard","3","https://www.byucougars.com/athlete/w-basketball/1297386/nani-falatea","2021-22","UT","WCC","I","GUARD",,"GUARD","Junior",0,"East High School","SALT LAKE CITY, UTAH","UT","USA"
77,"Brigham Young",,"Kate Vorwaller","SO","Salt Lake City","Utah","Skyline High School",,"5-9","Guard","30","https://www.byucougars.com/athlete/w-basketball/1295065/kate-vorwaller","2021-22","UT","WCC","I","GUARD",,"GUARD","Sophomore",0,"Skyline High School","SALT LAKE CITY, UTAH","UT","USA"
77,"Brigham Young",,"Signe Glantz","JR","Ostersund","Sweden","Lulea Gymnasie Skola",,"6-1","Forward","32","https://www.byucougars.com/athlete/w-basketball/1285415/signe-glantz","2021-22","UT","WCC","I","FORWARD",,"FORWARD","Junior",0,"Lulea Gymnasie Skola","OSTERSUND, SWEDEN",,"SWEDEN"
77,"Brigham Young",,"Amber Kartchner","FR","Logan","Utah","Logan High School",,"5-9","Guard","33","https://www.byucougars.com/athlete/w-basketball/1297385/amber-kartchner","2021-22","UT","WCC","I","GUARD",,"GUARD","Freshman",0,"Logan High School","LOGAN, UTAH","UT","USA"
77,"Brigham Young",,"Kyra Beckman","FR","Snohomish","Washington","Snohomish High School",,"6-2","Forward","34","https://www.byucougars.com/athlete/w-basketball/1289990/kyra-beckman","2021-22","UT","WCC","I","FORWARD",,"FORWARD","Freshman",0,"Snohomish High School","SNOHOMISH, WASHINGTON","WA","USA"
77,"Brigham Young",,"Kayla Belles-Lee","JR","Ithaca","Michigan","Ithaca High School","Michigan State","6-3","Forward","42","https://www.byucougars.com/athlete/w-basketball/1293719/kayla-belles-lee","2021-22","UT","WCC","I","FORWARD",,"FORWARD","Junior",0,"Ithaca High School","ITHACA, MICHIGAN","MI","USA"
77,"Brigham Young",,"Maria Albiero","SR","Londrina","Brazil","Neuse Christian Academy",,"5-8","Guard","5","https://www.byucougars.com/athlete/w-basketball/121394/maria-albiero","2021-22","UT","WCC","I","GUARD",,"GUARD","Senior",0,"Neuse Christian Academy","LONDRINA, BRAZIL",,"BRAZIL"
77,"Brigham Young",,"Arielle Mackey-Williams","JR","Ngati Porou","New Zealand","Tai Wananga Ki Ruakura",,"5-9","Guard","5","https://www.byucougars.com/athlete/w-basketball/1297381/arielle-mackey-williams","2021-22","UT","WCC","I","GUARD",,"GUARD","Junior",0,"Tai Wananga Ki Ruakura","NGATI POROU, NEW ZEALAND",,"NEW ZEALAND"
78,"Brockport",13032,"Chelsea Henry","Senior","Greece","NY.","Greece Athena",,"5'3""","Guard","10","https://www.gobrockport.com/sports/womens-basketball/roster/chelsea-henry/13032","2021-22","NY","SUNYAC","III","GUARD",,"GUARD","Senior",0,"Greece Athena","GREECE, NY","NY","USA"
78,"Brockport",13037,"Shannon Blankenship","Freshman","Cleveland","Ohio","Beaumont",,"5'6""","Guard","11","https://www.gobrockport.com/sports/womens-basketball/roster/shannon-blankenship/13037","2021-22","NY","SUNYAC","III","GUARD",,"GUARD","Freshman",0,"Beaumont","CLEVELAND, OH","OH","USA"
78,"Brockport",13042,"Molly Mahony","Junior","Lancaster","NY.","Lancaster",,"5'8""","Forward","12","https://www.gobrockport.com/sports/womens-basketball/roster/molly-mahony/13042","2021-22","NY","SUNYAC","III","FORWARD",,"FORWARD","Junior",0,"Lancaster","LANCASTER, NY","NY","USA"
78,"Brockport",13045,"Zoe Zutes","Freshman","East Rochester","NY.","East Rochester",,"5'11""","Forward","15","https://www.gobrockport.com/sports/womens-basketball/roster/zoe-zutes/13045","2021-22","NY","SUNYAC","III","FORWARD",,"FORWARD","Freshman",0,"East Rochester","EAST ROCHESTER, NY","NY","USA"
78,"Brockport",13038,"Juan Brown","Freshman","Buffalo","NY.","Charter High School for Applied Tech.",,"5'11""","Forward","2","https://www.gobrockport.com/sports/womens-basketball/roster/juan-brown/13038","2021-22","NY","SUNYAC","III","FORWARD",,"FORWARD","Freshman",0,"Charter High School for Applied Tech.","BUFFALO, NY","NY","USA"
78,"Brockport",13033,"Nicole Leslie","Senior","Huntington","NY.","Huntington",,"5'8""","Forward","20","https://www.gobrockport.com/sports/womens-basketball/roster/nicole-leslie/13033","2021-22","NY","SUNYAC","III","FORWARD",,"FORWARD","Senior",0,"Huntington","HUNTINGTON, NY","NY","USA"
78,"Brockport",13035,"Kylee Rosbrook","Senior","Watertown","NY.","General Brown",,"6'0""","Forward","21","https://www.gobrockport.com/sports/womens-basketball/roster/kylee-rosbrook/13035","2021-22","NY","SUNYAC","III","FORWARD",,"FORWARD","Senior",0,"General Brown","WATERTOWN, NY","NY","USA"
78,"Brockport",13036,"Serena Sordetto","Junior","Buffalo","NY.","Kenmore East",,"5'10""","Forward","23","https://www.gobrockport.com/sports/womens-basketball/roster/serena-sordetto/13036","2021-22","NY","SUNYAC","III","FORWARD",,"FORWARD","Junior",0,"Kenmore East","BUFFALO, NY","NY","USA"
78,"Brockport",13040,"Anna Lee","Freshman","Johnstown","NY.","Johnstown",,"5'7""","Guard","24","https://www.gobrockport.com/sports/womens-basketball/roster/anna-lee/13040","2021-22","NY","SUNYAC","III","GUARD",,"GUARD","Freshman",0,"Johnstown","JOHNSTOWN, NY","NY","USA"
78,"Brockport",13030,"Anna Felice","Junior","Owego","NY.","Owego Free Academy",,"5'6""","Guard","4","https://www.gobrockport.com/sports/womens-basketball/roster/anna-felice/13030","2021-22","NY","SUNYAC","III","GUARD",,"GUARD","Junior",0,"Owego Free Academy","OWEGO, NY","NY","USA"
78,"Brockport",13041,"Hali Lucia","Freshman","Unadilla","NY.","Unatego",,"5'6""","Guard","5","https://www.gobrockport.com/sports/womens-basketball/roster/hali-lucia/13041","2021-22","NY","SUNYAC","III","GUARD",,"GUARD","Freshman",0,"Unatego","UNADILLA, NY","NY","USA"
80,"Brown",15056,"Mya Murray","Sophomore","Uniontown","Pennsylvania","Uniontown Area Senior",,"6'2""","Forward","0","https://www.brownbears.com/sports/womens-basketball/roster/mya-murray/15056","2021-22","RI","Ivy League","I","FORWARD",,"FORWARD","Sophomore",0,"Uniontown Area Senior","UNIONTOWN, PA","PA","USA"
80,"Brown",15053,"Lexi Love","Junior","Oakland","Calif","Bishop O'Dowd",,"5'4""","Guard","1","https://www.brownbears.com/sports/womens-basketball/roster/lexi-love/15053","2021-22","RI","Ivy League","I","GUARD",,"GUARD","Junior",0,"Bishop O'Dowd","OAKLAND, CALIF","CA","USA"
80,"Brown",15047,"Fiona Finn","Junior","West Roxbury","Mass","The Rivers School",,"6'1""","Forward","10","https://www.brownbears.com/sports/womens-basketball/roster/fiona-finn/15047","2021-22","RI","Ivy League","I","FORWARD",,"FORWARD","Junior",0,"The Rivers School","WEST ROXBURY, MASS","MA","USA"
80,"Brown",15055,"Maddie Mullin","Junior","Wellesley","Mass","Beaver Country Day School",,"5'9""","Guard","11","https://www.brownbears.com/sports/womens-basketball/roster/maddie-mullin/15055","2021-22","RI","Ivy League","I","GUARD",,"GUARD","Junior",0,"Beaver Country Day School","WELLESLEY, MASS","MA","USA"
80,"Brown",15054,"Chantal Nadia","Sophomore","Los Angeles","Calif","Santa Monica",,"6'1""","Forward","12","https://www.brownbears.com/sports/womens-basketball/roster/chantal-nadia/15054","2021-22","RI","Ivy League","I","FORWARD",,"FORWARD","Sophomore",0,"Santa Monica","LOS ANGELES, CALIF","CA","USA"
80,"Brown",15048,"Charlotte Jewell","Sophomore","Alexandria","Virginia","Thomas A. Edison",,"5'7""","Guard","13","https://www.brownbears.com/sports/womens-basketball/roster/charlotte-jewell/15048","2021-22","RI","Ivy League","I","GUARD",,"GUARD","Sophomore",0,"Thomas A. Edison","ALEXANDRIA, VA","VA","USA"
80,"Brown",15049,"Kyla Jones","Sophomore","Chicago","Ill","Whitney M. Young Magnet",,"5'9""","Guard","2","https://www.brownbears.com/sports/womens-basketball/roster/kyla-jones/15049","2021-22","RI","Ivy League","I","GUARD",,"GUARD","Sophomore",0,"Whitney M. Young Magnet","CHICAGO, ILL","IL","USA"
80,"Brown",15046,"Ashley Ducharme","Senior","Milton","Mass","Noble and Greenough School",,"6'1""","Forward","20","https://www.brownbears.com/sports/womens-basketball/roster/ashley-ducharme/15046","2021-22","RI","Ivy League","I","FORWARD",,"FORWARD","Senior",0,"Noble and Greenough School","MILTON, MASS","MA","USA"
80,"Brown",15051,"Emma Laszewski","Sophomore","Jupiter","Fla","The Benjamin School",,"6'2""","Forward","22","https://www.brownbears.com/sports/womens-basketball/roster/emma-laszewski/15051","2021-22","RI","Ivy League","I","FORWARD",,"FORWARD","Sophomore",0,"The Benjamin School","JUPITER, FLA","FL","USA"
80,"Brown",15058,"Dani Short","Junior","Aliquippa","Pennsylvania","North Catholic",,"6'1""","Forward","24","https://www.brownbears.com/sports/womens-basketball/roster/dani-short/15058","2021-22","RI","Ivy League","I","FORWARD",,"FORWARD","Junior",0,"North Catholic","ALIQUIPPA, PA","PA","USA"
80,"Brown",15059,"Gianna Aiello","Freshman","Matawan","NJ.","Matawan Regional",,"6'3""","Center","25","https://www.brownbears.com/sports/womens-basketball/roster/gianna-aiello/15059","2021-22","RI","Ivy League","I","CENTER",,"CENTER","Freshman",0,"Matawan Regional","MATAWAN, NJ","NJ","USA"
80,"Brown",15050,"Grace Kirk","Sophomore","Duluth","Minn","Marshall School",,"5'5""","Guard","3","https://www.brownbears.com/sports/womens-basketball/roster/grace-kirk/15050","2021-22","RI","Ivy League","I","GUARD",,"GUARD","Sophomore",0,"Marshall School","DULUTH, MINN","MN","USA"
80,"Brown",15062,"Isabella Mauricio","Freshman","Pleasanton","Calif","Amador Valley",,"5'4""","Guard","4","https://www.brownbears.com/sports/womens-basketball/roster/isabella-mauricio/15062","2021-22","RI","Ivy League","I","GUARD",,"GUARD","Freshman",0,"Amador Valley","PLEASANTON, CALIF","CA","USA"
80,"Brown",15061,"Amanda Latkany","Freshman","Rye","NY.","Rye",,"6'1""","Forward","44","https://www.brownbears.com/sports/womens-basketball/roster/amanda-latkany/15061","2021-22","RI","Ivy League","I","FORWARD",,"FORWARD","Freshman",0,"Rye","RYE, NY","NY","USA"
80,"Brown",15045,"Myla Cox","Junior","Petal","Miss","Petal",,"6'0""","Guard","5","https://www.brownbears.com/sports/womens-basketball/roster/myla-cox/15045","2021-22","RI","Ivy League","I","GUARD",,"GUARD","Junior",0,"Petal","PETAL, MISS","MS","USA"
80,"Brown",15060,"Charlee Arthur","Freshman","Bellevue","Wash","Newport",,"5'10""","Guard",,"https://www.brownbears.com/sports/womens-basketball/roster/charlee-arthur/15060","2021-22","RI","Ivy League","I","GUARD",,"GUARD","Freshman",0,"Newport","BELLEVUE, WASH","WA","USA"
81,"Bryant",,"Alana Perkins","Jr.","Wauwatosa","Wis","Wilbraham & Monson Academy",,"5-7","G","0","https://www.bryantbulldogs.com/sports/wbkb/2021-22/bios/perkins_alana_qnxg","2021-22","RI","America East","I","GUARD",,"GUARD","Junior",0,"Wilbraham & Monson Academy","WAUWATOSA, WIS","WI","USA"
81,"Bryant",,"Nina Karlin","So.","Providence","RI.","Classical",,"5-7","G","1","https://www.bryantbulldogs.com/sports/wbkb/2021-22/bios/karlin_nina_dm88","2021-22","RI","America East","I","GUARD",,"GUARD","Sophomore",0,"Classical","PROVIDENCE, RI","RI","USA"
