team,url,ncaa_id,stats_name,twitter,team_state,conference,division
Alabama A&M,https://aamusports.com/sports/womens-basketball,6,Alabama A&M,aamuwbb,AL,SWAC,I
Bethel (MN),https://athletics.bethel.edu/sports/womens-basketball,60,Bethel University,Bethel_WBB,MN,MIAC,III
St. John Fisher,https://athletics.sjfc.edu/sports/womens-basketball,601,St. John Fisher,SJFWBB,NY,Empire 8,III
St. Lawrence,https://saintsathletics.com/sports/womens-basketball,607,St. Lawrence,SLUWBBall,NY,Liberty League,III
Saint Leo,https://saintleolions.com/sports/womens-basketball,608,Saint Leo,SaintLeoWBB,FL,Sunshine State,II
St. Mary's (MD),https://smcmathletics.com/sports/womens-basketball,611,,SMCM_WBB,MD,United East,III
Saint Mary's (MN),https://saintmaryssports.com/sports/womens-basketball,612,,saintmarys_wbb,MN,MIAC,III
Saint Michael's,https://smcathletics.com/sports/womens-basketball,613,,SMC_wbb,VT,NE10,II
St. Norbert,https://athletics.snc.edu/sports/womens-basketball,614,St. Norbert College,SNCWBB,WI,NACC,III
Stevens,https://stevensducks.com/sports/womens-basketball,679,Stevens,StevensWBBALL,NJ,MAC Freedom,III
St. Scholastica,https://csssaints.com/sports/womens-basketball,618,,CSSWBBall,MN,MIAC,III
St. Olaf,https://athletics.stolaf.edu/sports/womens-basketball,615,St. Olaf College,StOlafWBB,MN,MIAC,III
Salisbury,https://suseagulls.com/sports/womens-basketball,622,,SalisburyWBB,MD,C2C,III
Salve Regina,https://salveathletics.com/sports/womens-basketball,623,,salvewbb,RI,CCC,III
San Fran. St.,https://sfstategators.com/sports/womens-basketball,628,San Fran. St.,SFState_WBB,CA,CCAA,II
Scranton,https://athletics.scranton.edu/sports/womens-basketball,633,,ScrantonWBB,PA,Landmark,III
Seattle Pacific,https://spufalcons.com/sports/womens-basketball,634,Seattle Pacific,SpuWbb,WA,Great Northwest,II
Shenandoah,https://suhornets.com/sports/womens-basketball,637,Shenandoah,SUHornetsWBB,VA,ODAC,III
Shippensburg,https://shipraiders.com/sports/womens-basketball,638,Shippensburg,ShipWBB,PA,PSAC,II
Siena,https://sienasaints.com/sports/womens-basketball,639,Siena,Siena_WBB,NY,MAAC,I
TCNJ,https://tcnjathletics.com/sports/womens-basketball,712,,tcnjwb,NJ,NJAC,III
Simpson,https://www.simpsonathletics.com/sports/wbkb,641,,SCStorm_WBB,CA,American Rivers,III
Skidmore,https://skidmoreathletics.com/sports/womens-basketball,642,Skidmore College,SkidmoreWBB,NY,Liberty League,III
Smith,https://smithpioneers.com/sports/womens-basketball,644,,SC_BBall,MA,NEWMAC,III
Sonoma St.,https://sonomaseawolves.com/sports/womens-basketball,645,Sonoma St.,SonomaStWBBall,CA,CCAA,II
South Alabama,https://usajaguars.com/sports/womens-basketball,646,South Alabama,SouthAlabamaWBB,AL,Sun Belt,I
South Carolina St.,https://www.scsuathletics.com/sports/womens-basketball,647,SC State Lady Bulldogs,ScstateWBB,SC,MEAC,I
Bloomsburg,https://buhuskies.com/sports/womens-basketball,65,Bloomsburg,buwbb_huskies,PA,PSAC,II
Sewanee,https://sewaneetigers.com/sports/womens-basketball,652,Sewanee,SewaneeWBB,TN,SAA,III
UMass Dartmouth,https://corsairathletics.com/sports/womens-basketball,656,,UMassDwbkb,MA,Little East,III
Southern Conn. St.,https://scsuowls.com/sports/womens-basketball,658,Southern Conn. St.,SCSU_WBB,CT,NE10,II
Southern Ill.,https://siusalukis.com/sports/womens-basketball,659,Southern Ill.,SIU_WBasketball,IL,MVC,I
SIUE,https://siuecougars.com/sports/womens-basketball,660,Siue,SIUEWBB,IL,OVC,I
Southern Ind.,https://gousieagles.com/sports/womens-basketball,661,Southern Ind.,usiwbb,IN,OVC,I
Southern Me.,https://southernmainehuskies.com/sports/womens-basketball,662,,USMwbb,ME,Little East,III
Southern Utah,https://suutbirds.com/sports/womens-basketball,667,Southern Utah,SUUWBasketball,UT,WAC,I
Missouri St.,https://missouristatebears.com/sports/womens-basketball,669,Missouri St.,MSULadyBears,MO,MVC,I
Springfield,https://springfieldcollegepride.com/sports/womens-basketball,673,,SCWBB,MA,NEWMAC,III
Staten Island,https://csidolphins.com/sports/womens-basketball,675,Staten Island,CsiWbb,NY,ECC,II
Texas Lutheran,https://tlubulldogs.com/sports/womens-basketball,1400,Texas Lutheran,TLUwbb,TX,SCAC,III
Stonehill,https://stonehillskyhawks.com/sports/womens-basketball,682,,StonehillWBB,MA,NEC,I
Suffolk,https://www.gosuffolkrams.com/sports/wbkb,684,,SuffolkWbb,MA,CCC,III
Susquehanna,https://suriverhawks.com/sports/womens-basketball,685,,SusquehannaWBB,PA,Landmark,III
Swarthmore,https://swarthmoreathletics.com/sports/womens-basketball,686,,SwatWBasketball,PA,Centennial,III
Tampa,https://www.tampaspartans.com/sports/wbkb,689,Tampa,TampaWBB,FL,Sunshine State,II
Bowdoin,https://athletics.bowdoin.edu/sports/womens-basketball,69,Bowdoin,BowdoinWBB,ME,NESCAC,III
Tennessee St.,https://tsutigers.com/sports/womens-basketball,691,,TSUTigersWBB,TN,OVC,I
Chattanooga,https://gomocs.com/sports/womens-basketball,693,,GoMocsWBK,TN,SoCon,I
Tex. A&M-Kingsville,https://javelinaathletics.com/sports/womens-basketball,696,Tex. A&M-Kingsville,Javelina_WBB,TX,Lone Star,II
Texas Southern,https://tsusports.com/sports/womens-basketball,699,Texas Southern,TSUWomensHoops,TX,SWAC,I
Bowie St.,https://bsubulldogs.com/sports/womens-basketball,70,Bowie St.,BowieStatewbb,MD,CIAA,II
Texas Woman's,https://twuathletics.com/sports/womens-basketball,701,,TWU_Basketball,TX,Lone Star,II
Thiel,https://thielathletics.com/sports/womens-basketball,707,Thiel,thiel_wb,PA,PAC,III
Chicago,https://athletics.uchicago.edu/sports/womens-basketball,137,,UChicagoWBB,IL,UAA,III
Trinity (CT),https://bantamsports.com/sports/womens-basketball,713,,trincollwbb,CT,NESCAC,III
Trinity (TX),https://trinitytigers.com/sports/womens-basketball,715,,TUWBB,TX,SCAC,III
Tufts,https://gotuftsjumbos.com/sports/womens-basketball,717,,TuftsWbball,MA,NESCAC,III
Tulsa,https://tulsahurricane.com/sports/womens-basketball,719,Tulsa,TUWBasketball,OK,AAC,I
Tuskegee,https://goldentigersports.com/sports/womens-basketball,720,Tuskegee University,tuskegee_WBB,AL,SIAC,II
Coast Guard,https://coastguardathletics.com/sports/womens-basketball,722,,uscga_wbb,CT,NEWMAC,III
Union (NY),https://unionathletics.com/sports/womens-basketball,727,Union (NY),UnionCollegeWBB,NY,Liberty League,III
Upper Iowa,https://uiupeacocks.com/sports/womens-basketball,728,Upper Iowa,UIU_WBB,IA,NSIC,II
Brandeis,https://brandeisjudges.com/sports/womens-basketball,73,Brandeis,BrandeisWBB,MA,UAA,III
Ursinus,https://ursinusathletics.com/sports/womens-basketball,730,,UrsinusWBB,PA,Centennial,III
Utah St.,https://utahstateaggies.com/sports/womens-basketball,731,Utah St.,USUWBasketball,UT,Mountain West,I
Valdosta St.,https://vstateblazers.com/sports/womens-basketball,734,Valdosta St.,VSULadyBlazers,GA,Gulf South,II
Vassar,https://www.vassarathletics.com/sports/womens-basketball,737,Vassar College,VassarWBB,NY,Liberty League,III
Bridgeport,https://www.ubknights.com/sports/wbkb,74,,ub_wbb,CT,CACC,II
Va. Wesleyan,https://vwuathletics.com/sports/womens-basketball,745,,VWUWBB,VA,ODAC,III
Virginia,https://virginiasports.com/sports/wbball/,746,Virginia,UVAWomensHoops,VA,ACC,I
Wagner,https://wagnerathletics.com/sports/womens-basketball,748,Wagner,WagnerWHoops,NY,NEC,I
Bridgewater (VA),https://bridgewatereagles.com/sports/womens-basketball,75,,BridgewaterWBB,VA,ODAC,III
Wartburg,https://go-knights.net/sports/womens-basketball,750,,WartburgWBBALL,IA,American Rivers,III
Washington & Jefferson,https://gopresidents.com/sports/womens-basketball,751,Wash. & Jeff.,WJ_WBB,PA,PAC,III
Washington Col.,https://washcollsports.com/sports/womens-basketball,753,,washcollwbb,MD,Centennial,III
WashU,https://washubears.com/sports/womens-basketball,755,,WashU_WBB,MO,UAA,III
Wayne St. (MI),https://wsuathletics.com/sports/womens-basketball,757,Wayne St. (MI),WSUWarriorsWBB,MI,GLIAC,II
Webster,https://websterathletics.com/sports/womens-basketball,759,Webster University,GorlokWBB,MO,SLIAC,III
Wellesley,https://wellesleyblue.com/sports/womens-basketball,760,,WellesleyBB,MA,NEWMAC,III
Wentworth,https://www.wentworthathletics.com/sports/wbkb,762,,WITWomensBball,MA,CCC,III
Wesley,,763,,,,,
Wesleyan (CT),https://athletics.wesleyan.edu/sports/womens-basketball,764,,wes_wbball,CT,NESCAC,III
West Texas A&M,https://gobuffsgo.com/sports/womens-basketball,767,,ladybuffhoops,TX,Lone Star,II
Western Connecticut St.,https://westconnathletics.com/sports/womens-basketball,770,,WestConnWBB,CT,Little East,III
Western Ky.,https://wkusports.com/sports/womens-basketball,772,Western Ky.,LadyTopperHoops,KY,C-USA,I
McDaniel,https://mcdanielathletics.com/sports/womens-basketball,773,,McDaniel_WBB,MD,Centennial,III
Western New Eng.,https://wnegoldenbears.com/sports/womens-basketball,775,,WNEwbasketball,MA,CCC,III
Wheaton (IL),https://athletics.wheaton.edu/sports/womens-basketball,778,Wheaton (IL),Wheaton_WBB,IL,CCIW,III
Wheaton (MA),https://wheatoncollegelyons.com/sports/womens-basketball,779,,WheatonWBB,MA,NEWMAC,III
St. Thomas (MN),https://tommiesports.com/sports/wbball,620,St. Thomas (MN),USTTommiesWBB,MN,Summit League,I
Whitman,https://athletics.whitman.edu/sports/womens-basketball,780,Whitman,WhitmanWBB,WA,NWC,III
Widener,https://widenerpride.com/sports/womens-basketball,783,,WUWBB,PA,MAC Freedom,III
Wilkes,https://gowilkesu.com/sports/womens-basketball,784,,WilkesWBB,PA,MAC Freedom,III
Willamette,https://www.wubearcats.com/sports/wbkb,785,,WillametteWBB,OR,NWC,III
William Paterson,https://www.wpupioneers.com/sports/womens-basketball,787,,WPUWBB,NJ,NJAC,III
Winona St.,https://winonastatewarriors.com/sports/womens-basketball,790,,WinonaStateWBB,MN,NSIC,II
Winston-Salem,https://wssurams.com/sports/womens-basketball,791,,wssuwhoops,NC,CIAA,II
Wis.-Eau Claire,https://blugolds.com/sports/womens-basketball,793,,UWECWBB,WI,WIAC,III
Wisconsin-La Crosse,https://uwlathletics.com/sports/womens-basketball,795,Wis.-La Crosse,uwleagleswbb,WI,WIAC,III
Wis.-Oshkosh,https://uwoshkoshtitans.com/sports/womens-basketball,798,,UWOWBB1,WI,WIAC,III
Wisconsin-Parkside,https://parksiderangers.com/sports/womens-basketball,799,Wis.-Parkside,RangersWBB,WI,GLIAC,II
Brown,https://brownbears.com/sports/womens-basketball,80,Brown,BrownU_WBB,RI,Ivy League,I
Wis.-Platteville,https://letsgopioneers.com/sports/womens-basketball,800,,UWPLATTWBB,WI,WIAC,III
Wisconsin-River Falls,https://uwrfsports.com/sports/womens-basketball,801,Wis.-River Falls,UWRFWomensBball,WI,WIAC,III
Wisconsin-Stevens Point,https://athletics.uwsp.edu/sports/womens-basketball,802,Wis.-Stevens Point,UWSPWBB,WI,WIAC,III
Wisconsin-Stout,https://stoutbluedevils.com/sports/womens-basketball,803,,BlueDevilsWBB,WI,WIAC,III
Wisconsin-Superior,https://uwsyellowjackets.com/sports/womens-basketball,804,,UWSWBB,WI,UMAC,III
Wisconsin-Whitewater,https://uwwsports.com/sports/womens-basketball,805,Wis.-Whitewater,UWWWomensHoops,WI,WIAC,III
Wittenberg,https://www.wittenbergtigers.com/sports/wbkb,806,,wittwbb,OH,NCAC,III
Wooster,https://woosterathletics.com/sports/womens-basketball,807,,WoosterWBB,OH,NCAC,III
WPI,https://athletics.wpi.edu/sports/womens-basketball,808,,WPIWBasketball,MA,NEWMAC,III
Westminster (PA),https://athletics.westminster.edu/sports/womens-basketball,1451,Westminster (PA),WC_WBB,PA,PAC,III
Wright St.,https://wsuraiders.com/sports/womens-basketball,810,Wright St.,WSUWBasketball,OH,Horizon,I
Yale,https://yalebulldogs.com/sports/womens-basketball,813,Yale,YaleWBasketball,CT,Ivy League,I
York (PA),https://ycpspartans.com/sports/womens-basketball,815,,YCPWBasketball,PA,MAC Commonwealth,III
Youngstown St.,https://ysusports.com/sports/womens-basketball,817,Youngstown St.,YSUWomensHoops,OH,Horizon,I
Hilbert,https://hilberthawks.com/sports/womens-basketball,8398,Hilbert,HilbertWBB,NY,AMCC,III
Buena Vista,https://bvuathletics.com/sports/womens-basketball,84,,BVU_WBBALL,IA,American Rivers,III
Hood,https://hoodathletics.com/sports/womens-basketball,8404,Hood,Hood_wbb,MD,MAC Commonwealth,III
Ark.-Monticello,https://www.uamsports.com/sports/womens-basketball,8411,,UAMwbkb,AR,GAC,II
LeTourneau,https://letuathletics.com/sports/womens-basketball,8490,,LETUWBB,TX,ASC,III
McMurry,https://mcmurrysports.com/sports/womens-basketball,8530,,McMurry_WBB,TX,ASC,III
Buffalo,https://ubbulls.com/sports/womens-basketball,86,Buffalo,UBwomenshoops,NY,MAC,I
St. Mary's (IN),https://belles.saintmarys.edu/sports/wbball,8688,,SMC_Basketball,IN,Michigan Intercol. Ath. Assn.,III
Southwest Minn. St.,https://smsumustangs.com/sports/womens-basketball,8736,,SMSUWomensHoops,MN,NSIC,II
Southwestern Okla.,https://swosuathletics.com/sports/womens-basketball,8744,,SWOSUW,OK,GAC,II
Southwestern (TX),https://southwesternpirates.com/sports/womens-basketball,8746,,SUPiratesWBB,TX,SCAC,III
Worcester St.,https://www.wsulancers.com/sports/wbkb,809,,WSUWBBall,MA,MASCAC,III
Chowan,https://gocuhawks.com/sports/womens-basketball,8875,,ChowanWBB,NC,Conference Carolinas,II
Caltech,https://gocaltech.com/sports/womens-basketball,89,,caltechwbb,CA,SCIAC,III
Wis. Lutheran,https://wlcsports.com/sports/womens-basketball,8911,,WLC_WBB,WI,NACC,III
Converse,https://govalkyries.com/sports/womens-basketball,8935,,Converse_wbb,SC,Conference Carolinas,II
East Central,https://ecutigers.com/sports/womens-basketball,8965,,ECUTigersWBB,OK,GAC,II
Endicott,https://www.ecgulls.com/sports/wbkb,8981,,EndicottWBB,MA,CCC,III
Georgian Court,https://gculions.com/sports/womens-basketball,9004,Georgian Court,GCULionswbb,NJ,CACC,II
Fort Hays St.,https://fhsuathletics.com/sports/womens-basketball,9011,Fort Hays St.,FHSUWBB,KS,Mid-America Intercollegiate,II
Mo. Southern St.,https://mssulions.com/sports/womens-basketball,9012,,MssuWbb,MO,Mid-America Intercollegiate,II
Missouri Western,https://gogriffons.com/sports/womens-basketball,9013,,GriffonWBB,MO,Mid-America Intercollegiate,II
Concordia-St. Paul,https://cspbears.com/sports/womens-basketball,9081,,CSPBearsWBB,MN,NSIC,II
Cal Poly Pomona,https://broncoathletics.com/sports/womens-basketball,91,Cal Poly Pomona,cppwbb,CA,CCAA,II
Cal St. Dom. Hills,https://gotoros.com/sports/womens-basketball,92,,CSUDHwbb,CA,CCAA,II
Adams St.,https://asugrizzlies.com/sports/womens-basketball,929,,AdamsStateU_WBB,CO,RMAC,II
Cal St. San Bernardino,https://www.csusbathletics.com/sports/womens-basketball,93,,CSUSBWBB,CA,CCAA,II
Alvernia,https://auwolves.com/sports/womens-basketball,938,Alvernia,AlverniaWbb,PA,MAC Commonwealth,III
Anderson (IN),https://aua.prestosports.com/sports/wbkb,939,,AURavensWBB,IN,HCAC,III
Arkansas Tech,https://arkansastechsports.com/sports/womens-basketball,947,Arkansas Tech,ATUWBasketball,AR,GAC,II
Chico St.,https://chicowildcats.com/sports/womens-basketball,95,Chico St.,ChicoWbb,CA,CCAA,II
Austin,https://www.acroos.com/sports/wbkb,953,,roos_hoops,TX,SCAC,III
Bard,https://bardathletics.com/sports/womens-basketball,962,Bard,BardCollegeWBB,NY,Liberty League,III
West Va. Wesleyan,https://wesleyanbobcats.com/sports/womens-basketball,9630,,wvwcwbb,WV,MEC,II
Arcadia,https://arcadiaknights.com/sports/womens-basketball,966,,Arcadia_WBB,PA,MAC Freedom,III
Embry-Riddle (FL),https://erauathletics.com/sports/womens-basketball,9680,,erau_wbb,FL,Sunshine State,II
St. Elizabeth,https://seueagles.com/sports/womens-basketball,9684,,CSEWBB,NJ,CSAC,III
Berry,https://www.berryvikings.com/sports/womens-basketball,973,,BerryWBB,GA,SAA,III
UC-Colo. Springs,https://gomountainlions.com/sports/womens-basketball,9754,UC-Colo. Springs,UCCSWBB,CA,RMAC,II
Cal St. East Bay,https://eastbaypioneers.com/sports/womens-basketball,98,,EastBayWBB,CA,CCAA,II
Bluefield St.,https://gobstate.com/sports/womens-basketball,985,Bluefield St.,BluefieldWbb,WV,DII Independent,II
Caldwell,https://caldwellathletics.com/sports/womens-basketball,995,Caldwell,CaldwellWBB,NJ,CACC,II
Cameron,https://cameronaggies.com/sports/womens-basketball,996,Cameron,AggiesWBB,OK,Lone Star,II
Valley Forge,https://uvfpatriots.com/sports/womens-basketball,30166,Valley Forge,uvf_wbb,PA,CSAC,III
Talladega,https://talladegatornadoes.com/sports/womens-basketball,505160,Talladega,,AL,,NAIA
Edward Waters,https://ewutigerpride.com/sports/womens-basketball,30244,Edward Waters,,FL,SIAC,II
Pfeiffer,https://gofalconsports.com/sports/womens-basketball,542,Pfeiffer,,NC,USA South,III
Allen,https://auyellowjackets.com/sports/womens-basketball,30240,Allen,,SC,SIAC,II
Azusa Pacific,https://athletics.apu.edu/sports/womens-basketball,30146,Azusa Pacific,,CA,PacWest,II
Bryn Mawr,https://gobrynmawr.com/sports/womens-basketball,82,Bryn Mawr,,PA,Centennial,III
Stanislaus St.,https://warriorathletics.com/sports/womens-basketball,103,Stanislaus St.,,CA,PacWest,II
Claflin,https://athletics.claflin.edu/sports/womens-basketball,30058,Claflin,,SC,CIAA,II
Clarion,https://clariongoldeneagles.com/sports/womens-basketball,143,Clarion,,PA,PSAC,II
Clayton State,https://claytonstatesports.com/sports/wbball,20576,Clayton State,,GA,Peach Belt,II
Colby-Sawyer College,https://www.colby-sawyerathletics.com/sports/womens-basketball,152,Colby-Sawyer College,,NH,Great Northeast,III
Dominican (CA),https://dominicanathletics.com/sports/womens-basketball,30118,Dominican (CA),,CA,PacWest,II
Elizabeth City St.,https://ecsuvikings.com/sports/womens-basketball,210,Elizabeth City St.,,NC,CIAA,II
Fayetteville St.,https://fsubroncos.com/sports/womens-basketball,223,Fayetteville St.,,NC,CIAA,II
Fort Valley St.,https://fvsusports.com/sports/womens-basketball,237,Fort Valley St.,,GA,SIAC,II
Gallaudet,https://gallaudetbison.com/sports/womens-basketball,245,Gallaudet,,DC,United East,III
Ga. Southwestern,https://gswcanes.com/sports/wbball,1097,Ga. Southwestern,,GA,Peach Belt,II
Agnes Scott College,https://ascscotties.com/sports/womens-basketball,11324,Agnes Scott College,,GA,CCS,III
Salem (NC),https://salemspirits.com/sports/womens-basketball,30041,Salem (NC),,NC,USA South,III
Brevard College,https://bctornados.com/sports/womens-basketball,30094,Brevard College,,NC,USA South,III
Buffalo State,https://buffalostateathletics.com/sports/womens-basketball,85,SUNY Buffalo,,NY,SUNYAC,III
Illinois-Springfield,https://uisprairiestars.com/sports/womens-basketball,30050,Illinois-Springfield,UISWBB,IL,GLVC,II
Vanguard,https://vanguardlions.com/sports/womens-basketball,30263,Vanguard,,CA,PacWest,II
Mary,https://goumary.com/sports/womens-basketball,30075,Mary,,ND,NSIC,II
Salem St.,https://salemstatevikings.com/sports/wbkb,621,Salem St.,,MA,MASCAC,III
Minnesota-Morris,https://morriscougars.com/sports/womens-basketball,1226,Minnesota-Morris,,MN,UMAC,III
Savannah St.,https://ssuathletics.com/sports/womens-basketball,632,Savannah St.,,GA,SIAC,II
Ozarks,https://uofoathletics.com/sports/womens-basketball,23008,Ozarks,,AR,SCAC,III
Shaw,https://shawbears.com/sports/womens-basketball,636,Shaw,,NC,CIAA,II
Texas A&M-International,https://godustdevils.com/sports/womens-basketball,30090,Texas A&M-International,,TX,Lone Star,II
Thomas More,https://thomasmoresaints.com/sports/womens-basketball,1402,Thomas More,,KY,G-MAC,II
Pacific,https://pacifictigers.com/sports/womens-basketball,534,Pacific,,CA,WCC,I
Slippery Rock,https://rockathletics.com/sports/womens-basketball,643,Slippery Rock,,PA,PSAC,II
U.S. Merchant Marine,https://www.usmmasports.com/sports/wbball,724,U.S. Merchant Marine,,NY,Skyline,III
UMass Boston,https://beaconsathletics.com/sports/womens-basketball,401,UMass Boston,,MA,Little East,III
Virginia State,https://govsutrojans.com/sports/womens-basketball,743,Virginia State,,VA,CIAA,II
Virginia Union,https://vuusports.com/sports/womens-basketball,744,Virginia Union,,VA,CIAA,II
Dominican (IL),https://dustars.com/sports/womens-basketball,1332,Dominican (IL),,IL,NACC,III
Spring Hill,https://shcbadgers.com/sports/womens-basketball,31091,Spring Hill,,AL,SIAC,II
Lynchburg,https://lynchburgsports.com/sports/womens-basketball,374,Lynchburg,lynchburg_wbb,VA,ODAC,III
Williams College,https://ephsports.williams.edu/sports/womens-basketball,789,Williams College,,MA,NESCAC,III
Westmont,https://athletics.westmont.edu/sports/womens-basketball,30260,Westmont,,CA,PacWest,II
West Virginia Wesleyan,https://wesleyanbobcats.com/sports/womens-basketball,9630,West Virginia Wesleyan,wvwcwbb,WV,MEC,II
West Georgia,https://uwgathletics.com/sports/womens-basketball,766,West Georgia,,GA,ASUN,I
West Chester,https://wcupagoldenrams.com/sports/womens-basketball,765,West Chester,,PA,PSAC,II
Lynn,https://lynnfightingknights.com/sports/womens-basketball,20794,Lynn,,FL,Sunshine State,II
SUNY Cobleskill,https://fightingtigers.cobleskill.edu/sports/womens-basketball,30083,SUNY Cobleskill,,NY,North Atlantic,III
Washington and Lee,https://generalssports.com/sports/womens-basketball,752,Wash. & Lee,,VA,ODAC,III
Hawaii Pacific,https://hpusharks.com/sports/womens-basketball,2696,Hawaii Pacific,,HI,PacWest,II
Hawaii Hilo,https://hiloathletics.com/sports/womens-basketball,2697,Hawaii Hilo,,HI,PacWest,II
Goldey-Beacom,https://www.gbcathletics.com/sports/womens-basketball,8366,Goldey-Beacom,,DE,CACC,II
N.M. Highlands,https://nmhuathletics.com/sports/womens-basketball,8577,N.M. Highlands,,NM,RMAC,II
Dominican (NY),https://www.chargerathletics.com/sports/wbkb/index,8956,Dominican (NY),,NY,CACC,II
North Greenville,https://www.nguathletics.com/sports/wbball,9223,North Greenville,,SC,Conference Carolinas,II
Barton,https://bartonbulldogs.com/sports/womens-basketball,15646,Barton,,NC,Conference Carolinas,II
Central St. (OH),https://maraudersports.com/sports/womens-basketball,30049,Central St. (OH),,OH,SIAC,II
King (TN),https://kingtornado.com/sports/womens-basketball,30051,King (TN),,TN,Conference Carolinas,II
Malone,https://malonepioneers.com/sports/womens-basketball,30137,Malone,,OH,G-MAC,II
Roberts Wesleyan,https://robertsredhawks.com/sports/womens-basketball/,30150,Roberts Wesleyan,,NY,ECC,II
Okla. Christian,https://oceagles.com/sports/womens-basketball,30179,Okla. Christian,,OK,Lone Star,II
Emmanuel (GA),https://goeulions.com/sports/womens-basketball,30193,Emmanuel (GA),,GA,Conference Carolinas,II
UAH,https://uahchargers.com/sports/womens-basketball,10,UAH,,AL,Gulf South,II
Albany St. (GA),https://asugoldenrams.com/sports/womens-basketball,13,Albany St. (GA),,GA,SIAC,II
Wilmington (DE),https://wildcats.athletics.wilmu.edu/sports/wbkb/index,1460,Wilmington (DE),,DE,CACC,II
Bloomfield,https://bcbearsathletics.com/sports/wbball,984,Bloomfield,,NJ,CACC,II
Chaminade,https://goswords.com/sports/womens-basketball,133,Chaminade,,HI,PacWest,II
Lane,https://golcdragons.com/sports/womens-basketball,347,Lane,,TN,SIAC,II
LeMoyne-Owen,https://athletics.loc.edu/sports/womens-basketball,350,LeMoyne-Owen,,TN,SIAC,II
Lincoln (MO),https://lubluetigers.com/sports/womens-basketball,356,Lincoln (MO),,MO,GLVC,II
Lincoln (PA),https://lulions.com/sports/womens-basketball,357,Lincoln (PA),,PA,CIAA,II
Livingstone,https://bluebearathletics.com/sports/womens-basketball,359,Livingstone,,NC,CIAA,II
Molloy,https://molloylions.com/sports/womens-basketball,437,Molloy,,NY,ECC,II
Limestone,https://golimestonesaints.com/sports/womens-basketball,1174,Limestone,,SC,SAC,II
Lincoln Memorial,https://lmurailsplitters.com/sports/womens-basketball,1176,Lincoln Memorial,,TN,SAC,II
Midwestern St.,https://msumustangs.com/sports/womens-basketball,1222,Midwestern St.,,TX,Lone Star,II
USC Beaufort,https://uscbathletics.com/sports/womens-basketball,30259,USC Beaufort,,SC,Peach Belt,II
Jessup,https://jessupathletics.com/sports/womens-basketball,30262,Jessup,,CA,PacWest,II
Roosevelt,https://rooseveltlakers.com/sports/womens-basketball,2807,Roosevelt,,IL,GLIAC,II
Menlo,https://menloathletics.com/sports/womens-basketball,405,Menlo,,CA,PacWest,II
Point Park,https://pointparksports.com/sports/womens-basketball,30080,Point Park,,PA,MEC,II
Jamestown,https://jimmiepride.com/sports/womens-basketball,30267,Jamestown,,ND,DII Independent,II
UC Merced,https://ucmercedbobcats.com/sports/womens-basketball,30266,UC Merced,,CA,DII Independent,II
North Central (IL),https://northcentralcardinals.com/sports/womens-basketball,492,North Central (IL),,IL,CCIW,III
Ohio Wesleyan,https://battlingbishops.com/sports/womens-basketball,520,Ohio Wesleyan,,OH,NCAC,III
Old Westbury,https://www.oldwestburypanthers.com/sports/womens-basketball,524,Old Westbury,,NY,Skyline,III
Plymouth St.,https://athletics.plymouth.edu/sports/womens-basketball,548,Plymouth St.,,NH,Little East,III
Principia,https://principiaathletics.com/sports/womens-basketball,555,Principia,,IL,SLIAC,III
Rensselaer,https://rpiathletics.com/sports/womens-basketball,570,Rensselaer,,NY,Liberty League,III
Roanoke,https://roanokemaroons.com/sports/womens-basketball,578,Roanoke,,VA,ODAC,III
RIT,https://ritathletics.com/sports/womens-basketball,580,RIT,,NY,Liberty League,III
Concordia-Moorhead,https://gocobbers.com/sports/wbkb/index,161,Concordia-M'head,,MN,MIAC,III
Cortland,https://www.cortlandreddragons.com/sports/womens-basketball,168,Cortland,,NY,SUNYAC,III
Curry,https://www.curryathletics.com/sports/wbkb/index,170,Curry,,MA,CNE,III
Westfield St.,https://westfieldstateowls.com/sports/wbkb/index,777,Westfield St.,,MA,MASCAC,III
Whittier,https://wcpoets.com/sports/womens-basketball,781,Whittier,,CA,SCIAC,III
Yeshiva,https://yumacs.com/sports/womens-basketball,814,Yeshiva,,NY,Skyline,III
Bluffton,https://blufftonbeavers.com/sports/wbkb/index,987,Bluffton,,OH,HCAC,III
Dallas,https://udallasathletics.com/sports/womens-basketball,1044,Dallas,,TX,SCAC,III
Gordon,https://athletics.gordon.edu/sports/womens-basketball,1099,Gordon,,MA,CNE,III
La Roche,https://www.larochesports.com/sports/wbkb/index,1163,La Roche,,PA,AMCC,III
Manchester,https://muspartans.com/sports/womens-basketball,1192,Manchester,,IN,HCAC,III
Maranatha Baptist,https://mbusabercats.com/sports/womens-basketball,1194,Maranatha Baptist,,WI,DIII Independent,III
Westminster (MO),https://wcbluejays.wcmo.edu/sports/womens-basketball,1450,Westminster (MO),,MO,SLIAC,III
Mt. St. Mary (NY),https://msmcknights.com/sports/womens-basketball,1468,Mt. St. Mary (NY),,NY,Skyline,III
York (NY),https://yorkathletics.com/sports/womens-basketball,2730,York (NY),,NY,CUNYAC,III
Thomas (ME),https://athletics.thomas.edu/sports/womens-basketball,2758,Thomas (ME),,ME,North Atlantic,III
Lasell,https://laserpride.lasell.edu/sports/wbkb/index,8486,Lasell,,MA,Great Northeast,III
Martin Luther,https://mlcknights.com/sports/womens-basketball,8597,Martin Luther,,MN,UMAC,III
