"ncaa_id","team","player_id","name","year","hometown","homestate","high_school","previous_school_clean","height_clean","position","jersey","url","season","team_state","conference","division","height_ft","height_in","total_inches","primary_position","secondary_position","position_clean","year_clean","redshirt","hs_clean","hometown_clean","state_clean","country_clean"
194,"Duquesne",10159,"Diamond Bragg","Junior","Camp Hill","Pennsylvania","Camp Hill","Wisconsin","5'9""","Guard","1","https://www.goduquesne.com/sports/womens-basketball/roster/diamond-bragg/10159","2020-21","PA","Atlantic 10","I",5,9,69,"GUARD",,"GUARD","Junior",0,"Camp Hill","CAMP HILL, PA","PA","USA"
194,"Duquesne",10143,"Halle Bovell","Graduate Student","Hamilton","Ontario","St. Mary's",,"5'11""","Guard","11","https://www.goduquesne.com/sports/womens-basketball/roster/halle-bovell/10143","2020-21","PA","Atlantic 10","I",5,11,71,"GUARD",,"GUARD","Graduate Student",0,"St. Mary's","HAMILTON, ONTARIO",,"CANADA"
194,"Duquesne",10150,"Anie-Pier Samson","Graduate Student","Saint-Bruno","Québec","Séminaire Ste-Trinité",,"6'2""","Guard","12","https://www.goduquesne.com/sports/womens-basketball/roster/anie-pier-samson/10150","2020-21","PA","Atlantic 10","I",6,2,74,"GUARD",,"GUARD","Graduate Student",0,"Séminaire Ste-Trinité","SAINT BRUNO, QUÉBEC",,"CANADA"
194,"Duquesne",10153,"Laia Sole","Graduate Student","Igualada","Spain","INS Joaquim Blume","Maine","6'2""","Center","13","https://www.goduquesne.com/sports/womens-basketball/roster/laia-sole/10153","2020-21","PA","Atlantic 10","I",6,2,74,"CENTER",,"CENTER","Graduate Student",0,"INS Joaquim Blume","IGUALADA, SPAIN",,"SPAIN"
194,"Duquesne",10158,"Aniya Walker","Redshirt Sophomore","Ambridge","Pennsylvania","Ambridge Area","Western Michigan","6'2""","Guard","15","https://www.goduquesne.com/sports/womens-basketball/roster/aniya-walker/10158","2020-21","PA","Atlantic 10","I",6,2,74,"GUARD",,"GUARD","Sophomore",1,"Ambridge Area","AMBRIDGE, PA","PA","USA"
194,"Duquesne",10154,"Ny Langley","Redshirt Sophomore","Greenville","NC.","North Pitt","Cape Fear CC","5'10""","Guard","2","https://www.goduquesne.com/sports/womens-basketball/roster/ny-langley/10154","2020-21","PA","Atlantic 10","I",5,10,70,"GUARD",,"GUARD","Sophomore",1,"North Pitt","GREENVILLE, NC","NC","USA"
194,"Duquesne",10146,"Amaya Hamilton","Sophomore","Fishers","Ind","Hamilton Southeastern",,"6'2""","Guard/Forward","20","https://www.goduquesne.com/sports/womens-basketball/roster/amaya-hamilton/10146","2020-21","PA","Atlantic 10","I",6,2,74,"GUARD","FORWARD","GUARD/FORWARD","Sophomore",0,"Hamilton Southeastern","FISHERS, IND","IN","USA"
194,"Duquesne",10142,"Libby Bazelak","Senior","Kettering","Ohio","Archbishop Alter",,"5'9""","Guard","21","https://www.goduquesne.com/sports/womens-basketball/roster/libby-bazelak/10142","2020-21","PA","Atlantic 10","I",5,9,69,"GUARD",,"GUARD","Senior",0,"Archbishop Alter","KETTERING, OHIO","OH","USA"
194,"Duquesne",10152,"Machaela Simmons","Redshirt Sophomore","Alexandria","Virginia","Hayfield",,"5'8""","Guard","23","https://www.goduquesne.com/sports/womens-basketball/roster/machaela-simmons/10152","2020-21","PA","Atlantic 10","I",5,8,68,"GUARD",,"GUARD","Sophomore",1,"Hayfield","ALEXANDRIA, VA","VA","USA"
194,"Duquesne",10145,"Kiersten Elliott","Graduate Student","Glenshaw","Pennsylvania","Vincentian Academy",,"6'0""","Guard","24","https://www.goduquesne.com/sports/womens-basketball/roster/kiersten-elliott/10145","2020-21","PA","Atlantic 10","I",6,0,72,"GUARD",,"GUARD","Graduate Student",0,"Vincentian Academy","GLENSHAW, PA","PA","USA"
194,"Duquesne",10144,"Caroline Elliott","Redshirt Sophomore","Glenshaw","Pennsylvania","Vincentian Academy",,"5'11""","Guard","3","https://www.goduquesne.com/sports/womens-basketball/roster/caroline-elliott/10144","2020-21","PA","Atlantic 10","I",5,11,71,"GUARD",,"GUARD","Sophomore",1,"Vincentian Academy","GLENSHAW, PA","PA","USA"
194,"Duquesne",10147,"Precious Johnson","Sophomore","Helsinborg","Sweden","Marks Gymnasieskola",,"6'4""","Center","31","https://www.goduquesne.com/sports/womens-basketball/roster/precious-johnson/10147","2020-21","PA","Atlantic 10","I",6,4,76,"CENTER",,"CENTER","Sophomore",0,"Marks Gymnasieskola","HELSINBORG, SWEDEN",,"SWEDEN"
194,"Duquesne",10148,"Amanda Kalin","Senior","Gibsonia","Pennsylvania","Pine-Richland",,"5'8""","Guard","35","https://www.goduquesne.com/sports/womens-basketball/roster/amanda-kalin/10148","2020-21","PA","Atlantic 10","I",5,8,68,"GUARD",,"GUARD","Senior",0,"Pine-Richland","GIBSONIA, PA","PA","USA"
194,"Duquesne",10156,"Megan McConnell","Freshman","Pittsburgh","Pennsylvania","Chartiers Valley",,"5'7""","Guard","4","https://www.goduquesne.com/sports/womens-basketball/roster/megan-mcconnell/10156","2020-21","PA","Atlantic 10","I",5,7,67,"GUARD",,"GUARD","Freshman",0,"Chartiers Valley","PITTSBURGH, PA","PA","USA"
194,"Duquesne",10155,"Lindsey Linard","Freshman","Cleveland","Ohio","Medina",,"6'4""","Center","52","https://www.goduquesne.com/sports/womens-basketball/roster/lindsey-linard/10155","2020-21","PA","Atlantic 10","I",6,4,76,"CENTER",,"CENTER","Freshman",0,"Medina","CLEVELAND, OHIO","OH","USA"
194,"Duquesne",10157,"Tess Myers","Freshman","Lower Burrell","Pennsylvania","North Catholic",,"5'9""","Guard","54","https://www.goduquesne.com/sports/womens-basketball/roster/tess-myers/10157","2020-21","PA","Atlantic 10","I",5,9,69,"GUARD",,"GUARD","Freshman",0,"North Catholic","LOWER BURRELL, PA","PA","USA"
195,"Earlham",4364,"Kayla Bowling","Senior","Osgood","Ind","Jac-Cen-Del",,"5'5""","G","12","https://www.goearlham.com/sports/womens-basketball/roster/kayla-bowling/4364","2020-21","IN","HCAC","III",5,5,65,"GUARD",,"GUARD","Senior",0,"Jac-Cen-Del","OSGOOD, IND","IN","USA"
195,"Earlham",4370,"Neely Trenshaw","Sophomore","Nappanee","Ind","Northwood",,"5'6""","G","13","https://www.goearlham.com/sports/womens-basketball/roster/neely-trenshaw/4370","2020-21","IN","HCAC","III",5,6,66,"GUARD",,"GUARD","Sophomore",0,"Northwood","NAPPANEE, IND","IN","USA"
195,"Earlham",4372,"Aubrey Hollander","Freshman","Nashville","Ind","Brown County",,"5'8""","F","20","https://www.goearlham.com/sports/womens-basketball/roster/aubrey-hollander/4372","2020-21","IN","HCAC","III",5,8,68,"FORWARD",,"FORWARD","Freshman",0,"Brown County","NASHVILLE, IND","IN","USA"
195,"Earlham",4368,"Shae Stanley","Senior","Ridgeville","Ind","Delta",,"5'4""","G","23","https://www.goearlham.com/sports/womens-basketball/roster/shae-stanley/4368","2020-21","IN","HCAC","III",5,4,64,"GUARD",,"GUARD","Senior",0,"Delta","RIDGEVILLE, IND","IN","USA"
195,"Earlham",4365,"Kinzi Brooks","Sophomore","Wolcott","Ind","Tri-County",,"5'5""","G","24","https://www.goearlham.com/sports/womens-basketball/roster/kinzi-brooks/4365","2020-21","IN","HCAC","III",5,5,65,"GUARD",,"GUARD","Sophomore",0,"Tri-County","WOLCOTT, IND","IN","USA"
195,"Earlham",4371,"Emma Craig","Freshman","Mentone","Ind","Tippecanoe",,"5'7""","G","3","https://www.goearlham.com/sports/womens-basketball/roster/emma-craig/4371","2020-21","IN","HCAC","III",5,7,67,"GUARD",,"GUARD","Freshman",0,"Tippecanoe","MENTONE, IND","IN","USA"
195,"Earlham",4369,"Acacia Tenette","Senior","Sacramento","Calif","Highlands",,"5'5""","G","30","https://www.goearlham.com/sports/womens-basketball/roster/acacia-tenette/4369","2020-21","IN","HCAC","III",5,5,65,"GUARD",,"GUARD","Senior",0,"Highlands","SACRAMENTO, CALIF","CA","USA"
195,"Earlham",4367,"Rosie Newhart","Senior","Osgood","Ind","Jac-Cen-Del",,"5'8""","C","35","https://www.goearlham.com/sports/womens-basketball/roster/rosie-newhart/4367","2020-21","IN","HCAC","III",5,8,68,"CENTER",,"CENTER","Senior",0,"Jac-Cen-Del","OSGOOD, IND","IN","USA"
195,"Earlham",4373,"Marissa Quiroz","Freshman","Muncie","Ind","Muncie Central",,"6'0""","C","40","https://www.goearlham.com/sports/womens-basketball/roster/marissa-quiroz/4373","2020-21","IN","HCAC","III",6,0,72,"CENTER",,"CENTER","Freshman",0,"Muncie Central","MUNCIE, IND","IN","USA"
195,"Earlham",4375,"Amy Stewart","Freshman","South Charleston","Ohio","Northeastern",,"6'0""","C","42","https://www.goearlham.com/sports/womens-basketball/roster/amy-stewart/4375","2020-21","IN","HCAC","III",6,0,72,"CENTER",,"CENTER","Freshman",0,"Northeastern","SOUTH CHARLESTON, OHIO","OH","USA"
195,"Earlham",4374,"Kyla Smith","Freshman","Mooresville","Ind","Plainfield",,"5'6""","G","5","https://www.goearlham.com/sports/womens-basketball/roster/kyla-smith/4374","2020-21","IN","HCAC","III",5,6,66,"GUARD",,"GUARD","Freshman",0,"Plainfield","MOORESVILLE, IND","IN","USA"
196,"East Carolina",10960,"Justice Gee","Graduate Student","Timmonsville","SC.","Timmonsville",,"5'7""","Guard","0","https://www.ecupirates.com/sports/womens-basketball/roster/justice-gee/10960","2020-21","NC","AAC","I",5,7,67,"GUARD",,"GUARD","Graduate Student",0,"Timmonsville","TIMMONSVILLE, SC","SC","USA"
196,"East Carolina",10964,"Taniyah Thompson","Sophomore","Hamden","Connecticut","Hamden",,"5'11""","Guard","1","https://www.ecupirates.com/sports/womens-basketball/roster/taniyah-thompson/10964","2020-21","NC","AAC","I",5,11,71,"GUARD",,"GUARD","Sophomore",0,"Hamden","HAMDEN, CT","CT","USA"
196,"East Carolina",10961,"Raven Johnson","Graduate Student","Lilburn","Georgia","Parkview",,"6'0""","Guard","11","https://www.ecupirates.com/sports/womens-basketball/roster/raven-johnson/10961","2020-21","NC","AAC","I",6,0,72,"GUARD",,"GUARD","Graduate Student",0,"Parkview","LILBURN, GA","GA","USA"
196,"East Carolina",10967,"Morgan Moseley","Freshman","Centreville","Maryland","Saint James School",,"5'11""","Guard/Forward","12","https://www.ecupirates.com/sports/womens-basketball/roster/morgan-moseley/10967","2020-21","NC","AAC","I",5,11,71,"GUARD","FORWARD","GUARD/FORWARD","Freshman",0,"Saint James School","CENTREVILLE, MD","MD","USA"
196,"East Carolina",10966,"Ariyana Williams","Senior","Morganton","North Carolina","Freedom",,"5'9""","Guard","13","https://www.ecupirates.com/sports/womens-basketball/roster/ariyana-williams/10966","2020-21","NC","AAC","I",5,9,69,"GUARD",,"GUARD","Senior",0,"Freedom","MORGANTON, NC","NC","USA"
196,"East Carolina",11084,"Maddie Moore","Junior","Greensboro","NC.","WestRidge Academy","Charlotte","6'3""","Forward","14","https://www.ecupirates.com/sports/womens-basketball/roster/maddie-moore/11084","2020-21","NC","AAC","I",6,3,75,"FORWARD",,"FORWARD","Junior",0,"WestRidge Academy","GREENSBORO, NC","NC","USA"
196,"East Carolina",10970,"Kayla Morris","Freshman","Harlem","NY.","Montverde Academy",,"6'1""","Forward","15","https://www.ecupirates.com/sports/womens-basketball/roster/kayla-morris/10970","2020-21","NC","AAC","I",6,1,73,"FORWARD",,"FORWARD","Freshman",0,"Montverde Academy","HARLEM, NY","NY","USA"
196,"East Carolina",10963,"Lashonda Monk","Senior","Greensboro","North Carolina","Southwest Guilford",,"5'6""","Guard","2","https://www.ecupirates.com/sports/womens-basketball/roster/lashonda-monk/10963","2020-21","NC","AAC","I",5,6,66,"GUARD",,"GUARD","Senior",0,"Southwest Guilford","GREENSBORO, NC","NC","USA"
196,"East Carolina",10958,"Sierra DaCosta","Graduate Student","Philadelphia","Pennsylvania","Bishop McDevitt","Hartford","5'9""","Guard","20","https://www.ecupirates.com/sports/womens-basketball/roster/sierra-dacosta/10958","2020-21","NC","AAC","I",5,9,69,"GUARD",,"GUARD","Graduate Student",0,"Bishop McDevitt","PHILADELPHIA, PA","PA","USA"
196,"East Carolina",10957,"Dominique Claytor","Graduate Student","Winston-Salem","North Carolina","Winston-Salem Prep",,"5'11""","Guard/Forward","23","https://www.ecupirates.com/sports/womens-basketball/roster/dominique-claytor/10957","2020-21","NC","AAC","I",5,11,71,"GUARD","FORWARD","GUARD/FORWARD","Graduate Student",0,"Winston-Salem Prep","WINSTON SALEM, NC","NC","USA"
196,"East Carolina",10968,"Alexsia Rose","Freshman","Bloomfield","Connecticut","Bloomfield",,"5'7""","Guard","24","https://www.ecupirates.com/sports/womens-basketball/roster/alexsia-rose/10968","2020-21","NC","AAC","I",5,7,67,"GUARD",,"GUARD","Freshman",0,"Bloomfield","BLOOMFIELD, CT","CT","USA"
196,"East Carolina",10959,"Ryann Evans","Sophomore","Columbia","Maryland","Archbishop Spalding",,"5'10""","Guard/Forward","25","https://www.ecupirates.com/sports/womens-basketball/roster/ryann-evans/10959","2020-21","NC","AAC","I",5,10,70,"GUARD","FORWARD","GUARD/FORWARD","Sophomore",0,"Archbishop Spalding","COLUMBIA, MD","MD","USA"
196,"East Carolina",10962,"Xianna Josephs","Sophomore","Brampton","Ontario","Putnam Science Academy",,"6'0""","Forward","3","https://www.ecupirates.com/sports/womens-basketball/roster/xianna-josephs/10962","2020-21","NC","AAC","I",6,0,72,"FORWARD",,"FORWARD","Sophomore",0,"Putnam Science Academy","BRAMPTON, ONTARIO",,"CANADA"
196,"East Carolina",10956,"Tiara Chambers","Junior","Portsmouth","Virginia","I.C. Norcom",,"6'3""","Forward","33","https://www.ecupirates.com/sports/womens-basketball/roster/tiara-chambers/10956","2020-21","NC","AAC","I",6,3,75,"FORWARD",,"FORWARD","Junior",0,"I.C. Norcom","PORTSMOUTH, VA","VA","USA"
196,"East Carolina",10969,"Synia Johnson","Freshman","Waldorf","Maryland","Riverdale Baptist",,"5'9""","Guard","4","https://www.ecupirates.com/sports/womens-basketball/roster/synia-johnson/10969","2020-21","NC","AAC","I",5,9,69,"GUARD",,"GUARD","Freshman",0,"Riverdale Baptist","WALDORF, MD","MD","USA"
196,"East Carolina",10965,"Katerina Tsineke","Sophomore","Thessaloniki","Greece",,,"5'9""","Guard","5","https://www.ecupirates.com/sports/womens-basketball/roster/katerina-tsineke/10965","2020-21","NC","AAC","I",5,9,69,"GUARD",,"GUARD","Sophomore",0,,"THESSALONIKI, GREECE",,"GREECE"
197,"East Stroudsburg",7320,"Gwenn Sabato","Freshman","Rye Brook","NY.","The Masters School",,"5'9""","G","10","https://www.esuwarriors.com/sports/womens-basketball/roster/gwenn-sabato/7320","2020-21","PA","PSAC","II",5,9,69,"GUARD",,"GUARD","Freshman",0,"The Masters School","RYE BROOK, NY","NY","USA"
197,"East Stroudsburg",7124,"Abby Schoffstall","Senior","Pottsville","Pennsylvania","Minersville",,"5'5""","G","11","https://www.esuwarriors.com/sports/womens-basketball/roster/abby-schoffstall/7124","2020-21","PA","PSAC","II",5,5,65,"GUARD",,"GUARD","Senior",0,"Minersville","POTTSVILLE, PA","PA","USA"
197,"East Stroudsburg",7321,"Dani Muntone","Freshman","Hillsborough","NJ.","Hillsborough",,"5'5""","G","12","https://www.esuwarriors.com/sports/womens-basketball/roster/dani-muntone/7321","2020-21","PA","PSAC","II",5,5,65,"GUARD",,"GUARD","Freshman",0,"Hillsborough","HILLSBOROUGH, NJ","NJ","USA"
197,"East Stroudsburg",7120,"Sadie Cresswell","Redshirt Senior","Pottsville","Pennsylvania","Pottsville",,"5'5""","G","15","https://www.esuwarriors.com/sports/womens-basketball/roster/sadie-cresswell/7120","2020-21","PA","PSAC","II",5,5,65,"GUARD",,"GUARD","Senior",1,"Pottsville","POTTSVILLE, PA","PA","USA"
197,"East Stroudsburg",7322,"Leah Pishock","Freshman","Schuylkill Haven","Pennsylvania","Blue Mountain",,"5'10""","F","20","https://www.esuwarriors.com/sports/womens-basketball/roster/leah-pishock/7322","2020-21","PA","PSAC","II",5,10,70,"FORWARD",,"FORWARD","Freshman",0,"Blue Mountain","SCHUYLKILL HAVEN, PA","PA","USA"
197,"East Stroudsburg",7323,"Carley Adams","Freshman","North Wales","Pennsylvania","North Penn",,"5'6""","G","21","https://www.esuwarriors.com/sports/womens-basketball/roster/carley-adams/7323","2020-21","PA","PSAC","II",5,6,66,"GUARD",,"GUARD","Freshman",0,"North Penn","NORTH WALES, PA","PA","USA"
197,"East Stroudsburg",7121,"Cassie Ksiazek","Redshirt Sophomore","South Abington Twp.","Pennsylvania","Abington Heights",,"6'0""","F/C","22","https://www.esuwarriors.com/sports/womens-basketball/roster/cassie-ksiazek/7121","2020-21","PA","PSAC","II",6,0,72,"FORWARD","CENTER","FORWARD/CENTER","Sophomore",1,"Abington Heights","SOUTH ABINGTON TWP, PA","PA","USA"
197,"East Stroudsburg",7324,"Julia Kutz","Redshirt Junior","Pottsville","Pennsylvania","Blue Mountain",,"5'10""","G/F","23","https://www.esuwarriors.com/sports/womens-basketball/roster/julia-kutz/7324","2020-21","PA","PSAC","II",5,10,70,"GUARD","FORWARD","GUARD/FORWARD","Junior",1,"Blue Mountain","POTTSVILLE, PA","PA","USA"
197,"East Stroudsburg",7125,"Kaitlyn Swint","Senior","Bethlehem","Pennsylvania","Freedom",,"5'9""","F","24","https://www.esuwarriors.com/sports/womens-basketball/roster/kaitlyn-swint/7125","2020-21","PA","PSAC","II",5,9,69,"FORWARD",,"FORWARD","Senior",0,"Freedom","BETHLEHEM, PA","PA","USA"
197,"East Stroudsburg",7118,"Marlene Bassett","Senior","Williamsport","Pennsylvania","Montoursville",,"6'2""","F","25","https://www.esuwarriors.com/sports/womens-basketball/roster/marlene-bassett/7118","2020-21","PA","PSAC","II",6,2,74,"FORWARD",,"FORWARD","Senior",0,"Montoursville","WILLIAMSPORT, PA","PA","USA"
197,"East Stroudsburg",7119,"Claire Courter","Sophomore","Allentown","Pennsylvania","Parkland",,"5'8""","G","3","https://www.esuwarriors.com/sports/womens-basketball/roster/claire-courter/7119","2020-21","PA","PSAC","II",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Parkland","ALLENTOWN, PA","PA","USA"
197,"East Stroudsburg",7126,"Maggie Wigoda","Junior","Minersville","Pennsylvania","Minersville",,"5'10""","F/C","33","https://www.esuwarriors.com/sports/womens-basketball/roster/maggie-wigoda/7126","2020-21","PA","PSAC","II",5,10,70,"FORWARD","CENTER","FORWARD/CENTER","Junior",0,"Minersville","MINERSVILLE, PA","PA","USA"
197,"East Stroudsburg",7122,"Kiersten Librizzi","Senior","Sparta","NJ.","Pope John XXIII (Allegheny)",,"5'11""","F","44","https://www.esuwarriors.com/sports/womens-basketball/roster/kiersten-librizzi/7122","2020-21","PA","PSAC","II",5,11,71,"FORWARD",,"FORWARD","Senior",0,"Pope John XXIII (Allegheny)","SPARTA, NJ","NJ","USA"
197,"East Stroudsburg",7319,"Bianca Giordano","Freshman","Jackson","NJ.","Jackson Memorial",,"5'4""","G","5","https://www.esuwarriors.com/sports/womens-basketball/roster/bianca-giordano/7319","2020-21","PA","PSAC","II",5,4,64,"GUARD",,"GUARD","Freshman",0,"Jackson Memorial","JACKSON, NJ","NJ","USA"
198,"East Tennessee State",,"Carly Hooks","Fr.","Atlanta","Georgia","Westlake High School",,"5'8""","G","1","https://www.etsubucs.com/wbasketball/roster/2020-21/10903/carly-hooks/","2020-21","TN","SoCon","I",5,8,68,"GUARD",,"GUARD","Freshman",0,"Westlake High School","ATLANTA, GA","GA","USA"
198,"East Tennessee State",,"Courtney Moore","Fr.","Gainesville","Fla","PK Yonge Developmental Research School",,"5'7""","G","10","https://www.etsubucs.com/wbasketball/roster/2020-21/10905/courtney-moore/","2020-21","TN","SoCon","I",5,7,67,"GUARD",,"GUARD","Freshman",0,"PK Yonge Developmental Research School","GAINESVILLE, FLA","FL","USA"
198,"East Tennessee State",,"Shynia Jackson","Jr.","Warner Robins","Georgia","Warner Robins HS",,"6'1""","F","13","https://www.etsubucs.com/wbasketball/roster/2020-21/10896/shynia-jackson/","2020-21","TN","SoCon","I",6,1,73,"FORWARD",,"FORWARD","Junior",0,"Warner Robins HS","WARNER ROBINS, GA","GA","USA"
198,"East Tennessee State",,"Kaia Upton","Jr.","Nashville","Tenn","East Nashville Magnet HS",,"5'6""","G","14","https://www.etsubucs.com/wbasketball/roster/2020-21/10897/kaia-upton/","2020-21","TN","SoCon","I",5,6,66,"GUARD",,"GUARD","Junior",0,"East Nashville Magnet HS","NASHVILLE, TENN","TN","USA"
198,"East Tennessee State",,"Imani Williams","Fr.","Kankakee","Ill","Kankakee High School",,"5'11""","F","2","https://www.etsubucs.com/wbasketball/roster/2020-21/10904/imani-williams/","2020-21","TN","SoCon","I",5,11,71,"FORWARD",,"FORWARD","Freshman",0,"Kankakee High School","KANKAKEE, ILL","IL","USA"
198,"East Tennessee State",,"Kelly Post","Gr.","Fayetteville","NC.","Village Christian Academy","Campbell/Mount Olive","5'6""","G","20","https://www.etsubucs.com/wbasketball/roster/2020-21/10894/kelly-post/","2020-21","TN","SoCon","I",5,6,66,"GUARD",,"GUARD","Graduate Student",0,"Village Christian Academy","FAYETTEVILLE, NC","NC","USA"
198,"East Tennessee State",,"Amaya Adams","Jr.","Kansas City","Missouri","Notre Dame de Sion HS",,"5'10""","G","21","https://www.etsubucs.com/wbasketball/roster/2020-21/10898/amaya-adams/","2020-21","TN","SoCon","I",5,10,70,"GUARD",,"GUARD","Junior",0,"Notre Dame de Sion HS","KANSAS CITY, MO","MO","USA"
198,"East Tennessee State",,"Jasmine Sanders","RJr.","Charlotte","NC.","Garinger HS","Troy","6'0""","W","23","https://www.etsubucs.com/wbasketball/roster/2020-21/10893/jasmine-sanders/","2020-21","TN","SoCon","I",6,0,72,"WING",,"WING",,,"Garinger HS","CHARLOTTE, NC","NC","USA"
198,"East Tennessee State",,"Jakhyia Davis","Fr.","Knoxville","Tenn","Bearden High School",,"6'3""","C","24","https://www.etsubucs.com/wbasketball/roster/2020-21/10902/jakhyia-davis/","2020-21","TN","SoCon","I",6,3,75,"CENTER",,"CENTER","Freshman",0,"Bearden High School","KNOXVILLE, TENN","TN","USA"
198,"East Tennessee State",,"Ashawntae Brown","Jr.","San Antonio","Tex","Sam Houston HS","Weatherford College","6'2""","F","3","https://www.etsubucs.com/wbasketball/roster/2020-21/11101/ashawntae-brown/","2020-21","TN","SoCon","I",6,2,74,"FORWARD",,"FORWARD","Junior",0,"Sam Houston HS","SAN ANTONIO, TEX","TX","USA"
198,"East Tennessee State",,"Mykia Dowdell","RSo.","Oak Ridge","Tenn","Oak Ridge HS","MTSU","5'9""","F","34","https://www.etsubucs.com/wbasketball/roster/2020-21/10899/mykia-dowdell/","2020-21","TN","SoCon","I",5,9,69,"FORWARD",,"FORWARD","Sophomore",1,"Oak Ridge HS","OAK RIDGE, TENN","TN","USA"
198,"East Tennessee State",,"E'Lease Stafford","Jr.","Lawrence","Kan","Lawrence HS",,"6'0""","W","44","https://www.etsubucs.com/wbasketball/roster/2020-21/10900/elease-stafford/","2020-21","TN","SoCon","I",6,0,72,"WING",,"WING","Junior",0,"Lawrence HS","LAWRENCE, KAN","KS","USA"
198,"East Tennessee State",,"Abby Carrington","Fr.","Westlake","Ohio","Westlake High School",,"5'10""","W","5","https://www.etsubucs.com/wbasketball/roster/2020-21/10901/abby-carrington/","2020-21","TN","SoCon","I",5,10,70,"WING",,"WING","Freshman",0,"Westlake High School","WESTLAKE, OHIO","OH","USA"
199,"Tex. A&M-Commerce",4819,"Ashley Shipley","Freshman","Tucumcari","NM.","Tucumcari HS",,"5'6""","G","0","https://www.lionathletics.com/sports/womens-basketball/roster/ashley-shipley/4819","2020-21","TX","Southland","I",5,6,66,"GUARD",,"GUARD","Freshman",0,"Tucumcari HS","TUCUMCARI, NM","NM","USA"
199,"Tex. A&M-Commerce",4820,"Dorian Norris","Freshman","Lake Dallas","Texas","Lake Dallas HS",,"5'11""","G","1","https://www.lionathletics.com/sports/womens-basketball/roster/dorian-norris/4820","2020-21","TX","Southland","I",5,11,71,"GUARD",,"GUARD","Freshman",0,"Lake Dallas HS","LAKE DALLAS, TEXAS","TX","USA"
199,"Tex. A&M-Commerce",4811,"DesiRay Kernal","Sophomore","Newton","Kan","Newton HS",,"6'0""","F","10","https://www.lionathletics.com/sports/womens-basketball/roster/desiray-kernal/4811","2020-21","TX","Southland","I",6,0,72,"FORWARD",,"FORWARD","Sophomore",0,"Newton HS","NEWTON, KAN","KS","USA"
199,"Tex. A&M-Commerce",4824,"Makenzie Schott","Freshman","Flower Mound","Texas","Flower Mound HS",,"5'4""","G","11","https://www.lionathletics.com/sports/womens-basketball/roster/makenzie-schott/4824","2020-21","TX","Southland","I",5,4,64,"GUARD",,"GUARD","Freshman",0,"Flower Mound HS","FLOWER MOUND, TEXAS","TX","USA"
199,"Tex. A&M-Commerce",4814,"Dyani Robinson","Sophomore","Cypress","Texas","Langham Creek HS",,"5'7""","G","12","https://www.lionathletics.com/sports/womens-basketball/roster/dyani-robinson/4814","2020-21","TX","Southland","I",5,7,67,"GUARD",,"GUARD","Sophomore",0,"Langham Creek HS","CYPRESS, TEXAS","TX","USA"
199,"Tex. A&M-Commerce",4816,"Cyliest Smith","Redshirt Sophomore","Mansfield","Texas","Mansfield Legacy HS","Weber State","5'5""","G","14","https://www.lionathletics.com/sports/womens-basketball/roster/cyliest-smith/4816","2020-21","TX","Southland","I",5,5,65,"GUARD",,"GUARD","Sophomore",1,"Mansfield Legacy HS","MANSFIELD, TEXAS","TX","USA"
199,"Tex. A&M-Commerce",4821,"Faith Bland","Freshman","St. Louis","Missouri","Metro HS",,"5'10""","G","2","https://www.lionathletics.com/sports/womens-basketball/roster/faith-bland/4821","2020-21","TX","Southland","I",5,10,70,"GUARD",,"GUARD","Freshman",0,"Metro HS","ST LOUIS, MO","MO","USA"
199,"Tex. A&M-Commerce",4813,"Keekee Nowlin","Senior","Bryan","Texas","Bryan HS","McLennan CC","5'9""","G","20","https://www.lionathletics.com/sports/womens-basketball/roster/keekee-nowlin/4813","2020-21","TX","Southland","I",5,9,69,"GUARD",,"GUARD","Senior",0,"Bryan HS","BRYAN, TEXAS","TX","USA"
199,"Tex. A&M-Commerce",4812,"Juliana Louis","Senior","Long Beach","Calif","St. Anthony's HS","Cal State Northridge","6'1""","F","21","https://www.lionathletics.com/sports/womens-basketball/roster/juliana-louis/4812","2020-21","TX","Southland","I",6,1,73,"FORWARD",,"FORWARD","Senior",0,"St. Anthony's HS","LONG BEACH, CALIF","CA","USA"
199,"Tex. A&M-Commerce",4817,"Agang Tac","Senior","Garland","Texas","Sachse HS",,"6'0""","F","23","https://www.lionathletics.com/sports/womens-basketball/roster/agang-tac/4817","2020-21","TX","Southland","I",6,0,72,"FORWARD",,"FORWARD","Senior",0,"Sachse HS","GARLAND, TEXAS","TX","USA"
199,"Tex. A&M-Commerce",4815,"Asiyha Smith","Redshirt Freshman","Conway","Ark","Conway HS",,"5'7""","G","24","https://www.lionathletics.com/sports/womens-basketball/roster/asiyha-smith/4815","2020-21","TX","Southland","I",5,7,67,"GUARD",,"GUARD","Freshman",1,"Conway HS","CONWAY, ARK","AR","USA"
199,"Tex. A&M-Commerce",4818,"Chania Wright","Senior","DeSoto","Texas","DeSoto HS","Texas State","5'8""","G","3","https://www.lionathletics.com/sports/womens-basketball/roster/chania-wright/4818","2020-21","TX","Southland","I",5,8,68,"GUARD",,"GUARD","Senior",0,"DeSoto HS","DESOTO, TEXAS","TX","USA"
